pelicula,anio,actor,personaje
El negro que tenia el alma blanca,1951,María Rosa Salgado,Emma Cortadel
El negro que tenia el alma blanca,1951,Antonio Casal,Nonell
El negro que tenia el alma blanca,1951,Félix Fernández,Mucio Cortadel
El negro que tenia el alma blanca,1951,Carlos Díaz de Mendoza,Arévalo
El negro que tenia el alma blanca,1951,Helga Liné,French Actress (as Elga Lina Stern)
El negro que tenia el alma blanca,1951,María Asquerino,Luisa Olmos (as Maruja Asquerino)
El negro que tenia el alma blanca,1951,Antonio Riquelme,Bélmez
El negro que tenia el alma blanca,1951,Porfiria Sanchiz,Nini
El negro que tenia el alma blanca,1951,Margarita Alexandre,Ginette
El negro que tenia el alma blanca,1951,Julia Delgado Caro,
El negro que tenia el alma blanca,1951,Manuel Arbó,Don Narciso
El negro que tenia el alma blanca,1951,Roberto Zara,
El negro que tenia el alma blanca,1951,José Prada,Rolo
El negro que tenia el alma blanca,1951,Manuel Guitián,Empleado teatro
El negro que tenia el alma blanca,1951,Juan Vázquez,Don Servando Céspedes
El negro que tenia el alma blanca,1951,Miguel Pastor,Productor teatral
El negro que tenia el alma blanca,1951,Manuel Aguilera,Conde de Minava
El negro que tenia el alma blanca,1951,Diana Salcedo,Mujer en restaurante
El negro que tenia el alma blanca,1951,Ramón Elías,Luis Gandía
El negro que tenia el alma blanca,1951,Carmen Sánchez,Mujer en baile
El negro que tenia el alma blanca,1951,Juana Mansó,
El negro que tenia el alma blanca,1951,Mónica Pastrana,
El negro que tenia el alma blanca,1951,José María Mompín,Actor
El negro que tenia el alma blanca,1951,Luis Brugada,
El negro que tenia el alma blanca,1951,Joaquín Bergía,
El negro que tenia el alma blanca,1951,Elisa Méndez,
El negro que tenia el alma blanca,1951,Benito Cobeña,
La caraba,1948,Olinda Bozán,Carola Mosca de Suárez
La caraba,1948,Francisco Álvarez,Dr. Zenón Balbuena
La caraba,1948,Armando Bó,Rolando Suárez
La caraba,1948,Lidia Denis,Tota/Bárbara
La caraba,1948,Enrique Roldán,Adolfo Gomara
La caraba,1948,Perla Mux,Lucila
La caraba,1948,Ángel Walk,Gobernador (actor)
La caraba,1948,Arturo Arcari,Perkins
La caraba,1948,Arsenio Perdiguero,Don Juan
La caraba,1948,Baby Correa,Doña Josefa
La caraba,1948,María Esther Corán,Esposa del gobernador (actriz)
La caraba,1948,Mario Baroffio,J. J. J. Pérez
La caraba,1948,Tato Bores,Cadete de la tintorería
La caraba,1948,Carlos Enríquez,Fotógrafo
La caraba,1948,Eduardo de Labar,Ministro de Alimentación (actor)
La caraba,1948,René Mujica,El Diablo
La caraba,1948,Ángel Laborde,
Las sombras,2020,Susana Varela,
Las sombras,2020,Natalia Festa,
Las sombras,2020,Maru Tomé,
Las sombras,2020,Angie García Frinchaboy,
Los espíritus patrióticos,1989,Alicia Zanca,
Los espíritus patrióticos,1989,Héctor Malamud,
Los espíritus patrióticos,1989,Ana María Casó,
Los espíritus patrióticos,1989,Mauricio Dayub,
Los espíritus patrióticos,1989,Diana Ingro,
Los espíritus patrióticos,1989,Alfredo Iglesias,
Los espíritus patrióticos,1989,Jorge D'Elía,
Los espíritus patrióticos,1989,Pacheco Fernández,
Los espíritus patrióticos,1989,Marcos Woinsky,
Los espíritus patrióticos,1989,Pompeyo Audivert,
Luto,2021,Pablo Martín Weber,Personaje
Puente Alsina,1935,José Gola,
Puente Alsina,1935,Delia Durruty,
Puente Alsina,1935,Miguel Gómez Bao,
Puente Alsina,1935,Pierina Dealessi,
Puente Alsina,1935,José Mazilli,
Puente Alsina,1935,Rafael Salvatore,
Puente Alsina,1935,Alberto Bello,
Puente Alsina,1935,Lita Ramos,
Puente Alsina,1935,Salvador Arcella,
Puente Alsina,1935,Alfredo Distasio,
Puente Alsina,1935,Dionisio Giácomo,
Puente Alsina,1935,Pedro Bibe,
Puente Alsina,1935,Máximo Girales,
Puente Alsina,1935,Olga Vera,
Sinfon14,2022,Edgardo Cozarinsky,
Sinfon14,2022,Noe Sirito,
Sinfon14,2022,Martín Lamas,
Sinfon14,2022,Lucía Villarreal,
Sinfon14,2022,Roxana Latrónico,
Sinfon14,2022,Jean Pierre Noher,
Sinfon14,2022,Debora Fideleff,
Sinfon14,2022,Inés Urdinez,
Sinfon14,2022,Gustavo Prone,
Tesoro mío,1999,Gabriel Goity,Carlos
Tesoro mío,1999,Edda Bustamante,Carlos girlfriend
Tesoro mío,1999,Victoria Onetto,
Tesoro mío,1999,Martín Adjemián,
Tesoro mío,1999,Edgardo Nieva,
Tesoro mío,1999,Alejandro Awada,
Tesoro mío,1999,Antonio Ugo,
Tesoro mío,1999,Luis Ziembrowski,
Tesoro mío,1999,Gabo Correa,
Tesoro mío,1999,Laura Azcurra,
Tesoro mío,1999,Carlos Kaspar,
Tesoro mío,1999,Lidia Catalano,
La muerte de un perro,2019,Guillermo Arengo,Mario
La muerte de un perro,2019,Pelusa Vidal,Silvia
La muerte de un perro,2019,Soledad Gilmet,Verónica
La muerte de un perro,2019,Ruth Sandoval,Guadalupe
La muerte de un perro,2019,Lalo Rotaveria,Juan
La muerte de un perro,2019,Ezequiel Fernández,Felipe
La muerte de un perro,2019,Lucio Hernández,Cremador
La muerte de un perro,2019,Ana Katz,Dueña Cuqui
La muerte de un perro,2019,Ileana López,Alicia
La muerte de un perro,2019,Laura Baez,Asistente Veterinaria
La muerte de un perro,2019,Juan Carlos Montenegro,Novio Guadalupe
Las olas,2017,Alfonso Tort,
Las olas,2017,Fabiana Charlo,
Las olas,2017,Carlos Lissardy,
Las olas,2017,Julieta Zylberberg,
Leal,2018,Luis Aguirre,Gorostiaga
Leal,2018,Fini Bocchino,María José
Leal,2018,Bruno Sosa Bofinger,Dante
Leal,2018,Fabio Chamorro,Chamorro
Leal,2018,Dani Da Rosa,Espínola
Leal,2018,José Roberto Fretes Romero,Sebastián Assad
Leal,2018,Andrea Frigerio,Ángeles
Leal,2018,David Gerber,Ruso
Leal,2018,Ana María Imizcoz,Elvira
Leal,2018,Mauricio A Jortack,Roberto Vallejos
Leal,2018,Felix Alberto Medina Ortiz,Ibáñez
Leal,2018,Alcides Oviedo Cáceres,Capote
Leal,2018,Andrea Quattrocchi,Betty
Leal,2018,Sergio Quiñónez Román,Tembleque
Leal,2018,Silvio Rodas,Ministro Fernández
Leal,2018,Rafael Rojas Doria,Papapa
Leal,2018,Juan Cruz Rojas,José Assad
Leal,2018,Gonzalo Vivanco,Salvedo
Leal,2018,Roberto Weiss,Fariña
Los médicos de Nietzsche,2024,Esteban Rubinstein,
Los médicos de Nietzsche,2024,Valeria Grossi,
Los médicos de Nietzsche,2024,Paco Siquot,
Los médicos de Nietzsche,2024,Julio Gavagnin,
El juguete rabioso,1984,Pablo Cedrón,
El juguete rabioso,1984,Julio De Grazia,
El juguete rabioso,1984,Cipe Lincovsky,
El juguete rabioso,1984,Osvaldo Terranova,
El juguete rabioso,1984,Lucrecia Capello,
El juguete rabioso,1984,Aldo Braga,
El juguete rabioso,1984,Roberto Carnaghi,
El juguete rabioso,1984,Salo Vasocchi,
El juguete rabioso,1984,Juan Carlos Gianuzzi,
El juguete rabioso,1984,Luz Kertz ...,
El juguete rabioso,1984,Nicolas Frei,
El juguete rabioso,1984,Mary Tapia,
El juguete rabioso,1984,Manolita Serra,
El juguete rabioso,1984,Claudia Gard,
El juguete rabioso,1984,Mercedes Alonso,
El juguete rabioso,1984,Isabel Quinteros,
El juguete rabioso,1984,Emilio Bardi,
El juguete rabioso,1984,Gonzalo Urtizberea,
El juguete rabioso,1984,Daniel Alvaredo,
Muerte dudosa,1994,Víctor Laplace,Emilio Oribe
Muerte dudosa,1994,María Socas,Gracia Smith
Muerte dudosa,1994,Dora Baret,Leda
Muerte dudosa,1994,Miguel Dedovich,Amoedo
Muerte dudosa,1994,Manuel Callau,Glazer
Muerte dudosa,1994,Salo Pasik,Panessi
Muerte dudosa,1994,Gigí Ruá,Marina
Muerte dudosa,1994,Patricia Sarán,Veronica
Muerte dudosa,1994,Carlos Santamaría,Trovato
Muerte dudosa,1994,Augusto Larreta,Mansfield
Muerte dudosa,1994,Walter Balzarini,Jacinto Garcia
Muerte dudosa,1994,Silvina Sabater,Clara
Muerte dudosa,1994,Daniel Marcove,Encargado
Muerte dudosa,1994,Laura D'Ambrosio,Gracia adolescente
Muerte dudosa,1994,César Viglianco,Freddy
Muerte dudosa,1994,Juan Carlos Ricci,Italiano
Muerte dudosa,1994,Mara Huley,Maria Paula
Muerte dudosa,1994,Jennifer Mollo,Josefina
Muerte dudosa,1994,Oscar Grilli,Vidal
Muerte dudosa,1994,Nicolás Stupenego,Cadete
Muerte dudosa,1994,Silvina Chediek,Periodista de TN
Destino para dos,1968,Horacio Accavallo,Accavallo
Destino para dos,1968,Simonette,Susana Galván
Destino para dos,1968,Ricardo Bauleo,Ledesma
Destino para dos,1968,Maurice Jouvet,José
Destino para dos,1968,Nelly Beltrán,Madre
Destino para dos,1968,Juan Carlos Lamas,Mánager
Destino para dos,1968,Chela Ruiz,
Destino para dos,1968,Amalia Bernabé,
Destino para dos,1968,Elba Rosquellas,
Destino para dos,1968,Luis Orbegoso,
Destino para dos,1968,Coco Fosatti,Botellero
Destino para dos,1968,Gustavo Raso,
Destino para dos,1968,Violeta Laguzzi,
Destino para dos,1968,Tito Sobral,
Destino para dos,1968,Chiyoko Otsubo,
Destino para dos,1968,Juan Quetglas,
Perros de la noche,1986,Emilio Bardi,Mingo
Perros de la noche,1986,Gabriela Flores,Mecha
Perros de la noche,1986,Héctor Bidonde,Ferreyra
Perros de la noche,1986,Gustavo Belatti,Pedrito
Perros de la noche,1986,Enrique Alonso,Don Miguel
Perros de la noche,1986,Mario Alarcón,Miguel
Perros de la noche,1986,Raquel Albéniz,Estela
Perros de la noche,1986,Cristina Aroca,Mujer en robo
Perros de la noche,1986,Silvia Baylé,Rosita
Perros de la noche,1986,Miguel Ángel Bellido,Facundo
Perros de la noche,1986,Vicente Buono,Barman
Perros de la noche,1986,Mario Fromentese,Preso
Perros de la noche,1986,Lita Fuentes,Cajera en cabaret
Perros de la noche,1986,Mosquito Sancinetto,Chupete
Perros de la noche,1986,José Andrada,Candidato
Perros de la noche,1986,Martín Arreche,Preso
Perros de la noche,1986,Noemí Morelli,
Perros de la noche,1986,Lidia Lugo,
Perros de la noche,1986,Patricia Moreno,
Perros de la noche,1986,Juan Carlos Ricci,
Perros de la noche,1986,Manuel Vicente,
Perros de la noche,1986,Jorge Velurtas,
Perros de la noche,1986,Paulino Andrada,
Perros de la noche,1986,Daniel Miglioranza,
Perros de la noche,1986,Miguel Ángel Paludi,
Perros de la noche,1986,Enrique Latorre,
Perros de la noche,1986,Pedro Lanteri,
Perros de la noche,1986,Susana Varela,
Perros de la noche,1986,Omar Palma,
Perros de la noche,1986,Susana Nova,
Perros de la noche,1986,Emilio Roldán,
Perros de la noche,1986,Livio Marcó,
Perros de la noche,1986,Ricardo Madrigal,
Perros de la noche,1986,Ricardo Madrigal,
Perros de la noche,1986,Daniel Viola,
Perros de la noche,1986,Humberto Lanza,
Perros de la noche,1986,Fernando Di Leo,
Perros de la noche,1986,Cecilia Sada,
Perros de la noche,1986,Arturo Noal,
Perros de la noche,1986,Daniel Ripari,
Perros de la noche,1986,Rubén Santagada,
Perros de la noche,1986,Fabián Pizzorno,
Perros de la noche,1986,Teresa Sarrai,
Perros de la noche,1986,Beatriz Thibaudin,
Perros de la noche,1986,Gianfranco Contalbrigo,
Perros de la noche,1986,Ernesto Quirós,
Perros de la noche,1986,Miguel Ruiz Díaz,
El pecado más lindo del mundo,1953,Doris Beltrán,
El pecado más lindo del mundo,1953,Beatriz Bonnet,
El pecado más lindo del mundo,1953,Walter Reyna,
El pecado más lindo del mundo,1953,Domingo Mania,
El pecado más lindo del mundo,1953,Elvira Moreno,
El pecado más lindo del mundo,1953,Mariano Vidal Molina,
El pecado más lindo del mundo,1953,Diana Montes,
Pasión dominguera,1970,Jorge Porcel,
Pasión dominguera,1970,Luis Tasca,
Pasión dominguera,1970,Fidel Pintos,
Pasión dominguera,1970,Nathán Pinzón,
Pasión dominguera,1970,Perla Caron,
Pasión dominguera,1970,Federico Luppi,
Pasión dominguera,1970,Beto Gianola,
Pasión dominguera,1970,Palito Ortega,
Pasión dominguera,1970,Juan Carlos de Seta,
Pasión dominguera,1970,Néstor Fabián,
Pasión dominguera,1970,Gloria Leyland,
Pasión dominguera,1970,Juan Fontanals,
Pasión dominguera,1970,Santiago Scally,
Pasión dominguera,1970,Luis Figueroa,
Pasión dominguera,1970,Héctor Federico,
Pasión dominguera,1970,Gladys Mancini,
Pasión dominguera,1970,Carlos Benso,
Pasión dominguera,1970,Jorgelina Aranda,
Pasión dominguera,1970,Gabriel Regadio,
Pasión dominguera,1970,Joyce Morse,
Pasión dominguera,1970,Marcelo Damián,
Pasión dominguera,1970,Roberto Galán,
Pasión dominguera,1970,Beatriz Bonnet,
Pasión dominguera,1970,Manuel De Sabattini,
Pasión dominguera,1970,Vicente Ariño,
Pasión dominguera,1970,Héctor Sturman,
En una playa junto al mar,1971,Donald,
En una playa junto al mar,1971,Evangelina Salazar,
En una playa junto al mar,1971,Joe Rígoli,
En una playa junto al mar,1971,Jorge Barreiro,
En una playa junto al mar,1971,Eddie Pequenino,
En una playa junto al mar,1971,Carlos López Monet,
En una playa junto al mar,1971,Susana Mayo,
En una playa junto al mar,1971,Susana Soto,
En una playa junto al mar,1971,Leopoldo Verona,
En una playa junto al mar,1971,Oscar Villa,
En una playa junto al mar,1971,Carlos Lagrotta,
En una playa junto al mar,1971,Alfredo Quesada,
Kuma-Ching,1969,Luis Sandrini,Cacho Spumarella
Kuma-Ching,1969,Lola Flores,Lola Reyes
Kuma-Ching,1969,Narciso Ibáñez Menta,Diego de Alcántara
Kuma-Ching,1969,Juan Verdaguer,Captain Holmes
Kuma-Ching,1969,María Aurelia Bisutti,Ping Lu
Kuma-Ching,1969,Luis Medina Castro,Liu
Kuma-Ching,1969,Jorge Rivera López,Sansón Fitzpatrick
Kuma-Ching,1969,Tincho Zabala,Old Chinese Man
Kuma-Ching,1969,Alfredo Iglesias,General Ling
Kuma-Ching,1969,Homero Cárpena,General Chang
Cuidado con las colas,1964,Juan Carlos Thorry,
Cuidado con las colas,1964,Ambar La Fox,
Cuidado con las colas,1964,Beba Bidart,
Cuidado con las colas,1964,Enrique Serrano,
Cuidado con las colas,1964,Julia Sandoval,
Cuidado con las colas,1964,Fernando Siro,
Cuidado con las colas,1964,Beatriz Taibo,
Cuidado con las colas,1964,Vicente Rubino,
Cuidado con las colas,1964,Paulette Christian,
Cuidado con las colas,1964,Lalo Hartich,
Cuidado con las colas,1964,Joe Rígoli,
Cuidado con las colas,1964,María Armand,
Cuidado con las colas,1964,Zulema Esperanza,
Cuidado con las colas,1964,Zulma Grey,
Cuidado con las colas,1964,Ricardo Quinteros,
Cuidado con las colas,1964,Lucio Deval,
Cuidado con las colas,1964,Ricardo Jordán,
Cuidado con las colas,1964,Osvaldo Castro,
"Lindor Covas, el cimarrón",1963,Carlos Cores,
"Lindor Covas, el cimarrón",1963,Mario Lozano,
"Lindor Covas, el cimarrón",1963,Liana Lagos,
"Lindor Covas, el cimarrón",1963,Joaquín Petrosino,
"Lindor Covas, el cimarrón",1963,Enrique Kossi,
"Lindor Covas, el cimarrón",1963,Adolfo García Grau,
"Lindor Covas, el cimarrón",1963,Jorge de la Riestra,
"Lindor Covas, el cimarrón",1963,Héctor Figueras,
"Lindor Covas, el cimarrón",1963,Bettina Hudson,
"Lindor Covas, el cimarrón",1963,Héctor Bartolomé,
"Lindor Covas, el cimarrón",1963,Aurelia Ferrer,
"Lindor Covas, el cimarrón",1963,Oscar Ferrigno,
"Lindor Covas, el cimarrón",1963,Carlos A. Dussó,
"Lindor Covas, el cimarrón",1963,Enrique San Miguel,
"Lindor Covas, el cimarrón",1963,Eduardo Galán,
"Lindor Covas, el cimarrón",1963,Mario Amaya,
"Lindor Covas, el cimarrón",1963,Susana Benso,
"Lindor Covas, el cimarrón",1963,Félix Caballero,
"Lindor Covas, el cimarrón",1963,Víctor Catalano,
"Lindor Covas, el cimarrón",1963,Rafael Chumbita,
"Lindor Covas, el cimarrón",1963,Julia Dalmas,
"Lindor Covas, el cimarrón",1963,Rafael Diserio,
"Lindor Covas, el cimarrón",1963,Yamandú Romero,
"Lindor Covas, el cimarrón",1963,Evangelina Salazar,
"Lindor Covas, el cimarrón",1963,Fidel Palahy,
"Lindor Covas, el cimarrón",1963,Elizabeth Killian,
Piloto de pruebas,1972,Carlos Alberto Pairetti,Himself
Piloto de pruebas,1972,Ricardo Bauleo,Nicolás Pairetti / Carlos fictional brother
Piloto de pruebas,1972,Osvaldo Brandi,Roberto Brandi
Piloto de pruebas,1972,Gilda Lousek,Ana Pairetti
Piloto de pruebas,1972,Mariquita Gallegos,Susana
Piloto de pruebas,1972,Eddie Pequenino,"El ""Tano"""
Piloto de pruebas,1972,Alfredo Iglesias,Iglesias
Piloto de pruebas,1972,Alberto Hugo Cando,Relator de carreras
El amor infiel,1974,Zulma Faiad,Corina
El amor infiel,1974,Arturo Puig,Esteban
El amor infiel,1974,Elena Sédova,Julia
El amor infiel,1974,Antonio Grimau,Marcelo
El amor infiel,1974,Elizabeth Makar,Silvia
El amor infiel,1974,Héctor Alterio,Morales
El amor infiel,1974,Juan Carlos de Seta,
El amor infiel,1974,María Bufano,
El amor infiel,1974,Nelly Risso,
El amor infiel,1974,Héctor Gancé,
El amor infiel,1974,Licia Solari,
El amor infiel,1974,Marcelo José,
El amor infiel,1974,Alicia Zanca,
El amor infiel,1974,Norma Abinet,
El encuentro,1964,Héctor Pellegrini,Juancito
El encuentro,1964,María Cristina Laurenz,Dora
El encuentro,1964,Alberto Barcel,Don Gabriel
El encuentro,1964,Orlando Bor,Don Coria
El encuentro,1964,Luis Orbegozo,Garcilaso
El encuentro,1964,Nelly Algañaraz,Hermana de Dora
Amor libre,1969,Enzo Viena,
Amor libre,1969,Gilda Lousek,
Amor libre,1969,Juan Carlos Altavista,
Amor libre,1969,Zulma Faiad,
Amor libre,1969,Alberto Argibay,
Amor libre,1969,Fernando Siro,
Amor libre,1969,Elena Cruz,
Amor libre,1969,María Esther Gamas,
Amor libre,1969,Flora Steinberg,
Amor libre,1969,Tino Pascali,
Amor libre,1969,Alberto Irízar,
Amor libre,1969,Nina Pontier,
Amor libre,1969,Felice D'Amore,
Amor libre,1969,Jacques Arndt,
Amor libre,1969,Rafael Chumbita,
Amor libre,1969,Lucio Deval,
Amor libre,1969,Carlos Lagrotta,
Amor libre,1969,Blanca Lagrotta,
El destino,1971,Lautaro Murúa,
El destino,1971,Julia Elena Dávalos,
El destino,1971,Aldo Barbero,
El destino,1971,Fernando Labat,
El destino,1971,Luis María Mathé,
El destino,1971,Rodolfo Campos,
El destino,1971,Dimma Zecchin,
El destino,1971,Daniel Tieffenberg,
El destino,1971,Milena,
El destino,1971,Jaime Ferrando,
El destino,1971,Roberto Pieri,
El destino,1971,Walter Soubrié,
40 años de novios,1963,Lolita Torres,Rosario Villaespesa / Dorita Pereira
40 años de novios,1963,Germán Cobos,Valentín Pereira
40 años de novios,1963,Juan Bono,Florencio
40 años de novios,1963,Ángeles Martínez,Rufina
40 años de novios,1963,Julián Pérez Ávila,Carmelo
40 años de novios,1963,Paquita Más,Julia
40 años de novios,1963,Estela Vidal,Remigia
40 años de novios,1963,Montserrat Salvador,
40 años de novios,1963,José María Vilches,Virasoro
40 años de novios,1963,Carlos Borsani,Cacho
40 años de novios,1963,Gladis Gastaldi,
40 años de novios,1963,Carlos Pamplona,Bonorino
40 años de novios,1963,Gustavo Moulín,
40 años de novios,1963,Alfonso Pisano,
40 años de novios,1963,Nora Carrano,
40 años de novios,1963,Rafael Chumbito,
40 años de novios,1963,Néstor Zembrini,Raulito
40 años de novios,1963,Enzo Viena,Andrés
40 años de novios,1963,Amparo Martí,
40 años de novios,1963,Jorge Challier,
40 años de novios,1963,Rafael Chumbita,
El noveno mandamiento,1963,Mercedes Carreras,Marisa
El noveno mandamiento,1963,Fernando Fernán Gómez,Andres Cortazar
El noveno mandamiento,1963,Susana Canales,Nina
El noveno mandamiento,1963,Julio Peña,Vicente del Valle
El noveno mandamiento,1963,Rafael Carret,Bautista (mayordomo)
El noveno mandamiento,1963,Antonio Carrizo,Julio Bustamante
El noveno mandamiento,1963,Ana María Cachito,
El noveno mandamiento,1963,Mario Baroffio,Inocencio Gimenez
La cumparsita (Canción de arrabal),1961,Marujita Díaz,Gloria Rivero
La cumparsita (Canción de arrabal),1961,Carlos Estrada,Pablo Alfaro
La cumparsita (Canción de arrabal),1961,Espartaco Santoni,Julián Álvarez
La cumparsita (Canción de arrabal),1961,Félix Fernández,Padre de Gloria
La cumparsita (Canción de arrabal),1961,Luis Peña,Carlos Obregón
La cumparsita (Canción de arrabal),1961,María Fernanda Ladrón de Guevara,Señora Cris
La cumparsita (Canción de arrabal),1961,Encarnita Abad,
La cumparsita (Canción de arrabal),1961,Alfredo Barbieri,
La cumparsita (Canción de arrabal),1961,Mario Baroffio,
La cumparsita (Canción de arrabal),1961,María Luisa Santés,
La cumparsita (Canción de arrabal),1961,Enrique San Miguel,
La cumparsita (Canción de arrabal),1961,Paquita Más,
La cumparsita (Canción de arrabal),1961,Don Pelele,
La cumparsita (Canción de arrabal),1961,Francisco Canaro,
La cumparsita (Canción de arrabal),1961,Rafael Corés,
La cumparsita (Canción de arrabal),1961,Domingo Garibotto,
La cumparsita (Canción de arrabal),1961,Juanito Belmonte,
La cumparsita (Canción de arrabal),1961,Roberto Germán,
La cumparsita (Canción de arrabal),1961,Ángela Beoni,
La cumparsita (Canción de arrabal),1961,Juan Cazalilla,
La cumparsita (Canción de arrabal),1961,Pilar Vela,
La cumparsita (Canción de arrabal),1961,Eduardo Hernández,
La cumparsita (Canción de arrabal),1961,Amália Rodrigues,
La cumparsita (Canción de arrabal),1961,Aníbal Vela,Admirador rendido
Cautiva en la selva,1969,Ricardo Bauleo,
Cautiva en la selva,1969,Mario Casado,
Cautiva en la selva,1969,Julio Di Palma,
Cautiva en la selva,1969,Libertad Leblanc,Laura
Cautiva en la selva,1969,Gilberto Peyret,Ivan
Cautiva en la selva,1969,Jorge Salcedo,
La otra memoria del mundo,2024,Rafael Corral,Self
La otra memoria del mundo,2024,Judith Buchalter,Self - Narrator
El espejo de los otros,2015,Norma Aleandro,Julia
El espejo de los otros,2015,Graciela Borges,Iris Guerrico
El espejo de los otros,2015,Leticia Brédice,María
El espejo de los otros,2015,Alfredo Casero,José
El espejo de los otros,2015,Mauricio Dayub,Pedro Escudero
El espejo de los otros,2015,Julieta Díaz,Magdalena Echeverri
El espejo de los otros,2015,Luis Machín,Simón Escudero
El espejo de los otros,2015,Oscar Martínez,Miguel Gutiérrez
El espejo de los otros,2015,Javier De Nevares,Juan Puyol Jr.
El espejo de los otros,2015,Ana María Picchio,Elsa Poedo Mani
El espejo de los otros,2015,Favio Posca,Lucas Escudero
El espejo de los otros,2015,Carola Reyna,Belén de Escudero
El espejo de los otros,2015,Marilina Ross,Debbie
El espejo de los otros,2015,María Socas,Isabel de Escudero
El espejo de los otros,2015,Gipsy Bonafina,Pianista
El espejo de los otros,2015,Natalia Cociuffo,Cantante / Banda - Voz y Camellino
El espejo de los otros,2015,Ana Fontán,Salomé Vázquez
El espejo de los otros,2015,Pepe Cibrián,Benito Guerrico
El villano,2023,Luis Ziembrowski,
El villano,2023,Ricardo Ragendorfer,
El villano,2023,Nina Dziembrowski,
El villano,2023,Gabriel Goity,
El villano,2023,Dady Brieva,
El villano,2023,Gabo Correa,
El villano,2023,Pablo Echarri,
El villano,2023,Alejandra Flechner,
El villano,2023,Sergio Boris,
El villano,2023,Florencia Dyszel,
Corazón de fuego (El último tren),2002,Héctor Alterio,Il professore
Corazón de fuego (El último tren),2002,Federico Luppi,Pepe
Corazón de fuego (El último tren),2002,Pepe Soriano,Dante
Corazón de fuego (El último tren),2002,Gastón Pauls,Jimmy Ferreira
Corazón de fuego (El último tren),2002,Elisa Contreras,Micaela
Corazón de fuego (El último tren),2002,Balaram Dinard,Guito
Corazón de fuego (El último tren),2002,Eduardo Miglionico,Ponce
Corazón de fuego (El último tren),2002,Saturnino García,De León
Corazón de fuego (El último tren),2002,Jenny Goldstein,Notera
Corazón de fuego (El último tren),2002,Fred Deakin,Mac Perry
"Pizza, birra, faso",1998,Héctor Anglada,Cordobés
"Pizza, birra, faso",1998,Jorge Sesán,Pablo
"Pizza, birra, faso",1998,Pamela Jordán,Sandra
"Pizza, birra, faso",1998,Adrián Yospe,Rubén
"Pizza, birra, faso",1998,Daniel Di Biase,Trompa
"Pizza, birra, faso",1998,Walter Díaz,Frula
"Pizza, birra, faso",1998,Martín Adjemián,Taxista
"Pizza, birra, faso",1998,Elena Cánepa,Vieja
"Pizza, birra, faso",1998,Rubén Rodríguez,Rengo
"Pizza, birra, faso",1998,Tony Lestingi,Pasajero
"Pizza, birra, faso",1998,Alejandro Pous,Megabom
"Pizza, birra, faso",1998,Marcelo Videla,Policía
"Pizza, birra, faso",1998,Gustavo Saenz,Policia 2
"Pizza, birra, faso",1998,Claudia Moreno,Prostituta
"Pizza, birra, faso",1998,Roberto Alvarez,Patovica
La mirada invisible,2010,Julieta Zylberberg,Maria Teresa
La mirada invisible,2010,Osmar Núñez,Señor Biasutto
La mirada invisible,2010,Marta Lubos,Aduela Adela
La mirada invisible,2010,Gaby Ferrero,Madre Elvira
La mirada invisible,2010,Diego Vegezzi,Marini
La mirada invisible,2010,Pablo Sigal,Esteban
La mirada invisible,2010,Jorge García Marino,Sr. Prefecto
La mirada invisible,2010,Magdalena Capobianco,Romero
La mirada invisible,2010,Valerie Coifman,Pelaccini
La mirada invisible,2010,Alan Bogado,Blandini
La mirada invisible,2010,Ignacio Sánchez,Saenz
La mirada invisible,2010,Ana Clara Valdés,Ohman
La mirada invisible,2010,Micaela Martiñan,Frunklin
La mirada invisible,2010,Nicolás Devincente,Fillhol
La mirada invisible,2010,Martina Delgado,Solange Estébez
La mirada invisible,2010,Guido Morán,Matías Kogan
La mirada invisible,2010,Antonio Ziembrowski,Wittenstein
La mirada invisible,2010,Gastón Luparo,Fornillo
La mirada invisible,2010,Ailín Salas,Inés
La mirada invisible,2010,Adriana Pizzino,Madre Esteban
La mirada invisible,2010,Vanina Montes,Vera
La mirada invisible,2010,Julián Larkier,Preceptor
La mirada invisible,2010,Ariel Matías Morosín,Preceptor
La mirada invisible,2010,Leandro Rivas,Preceptor
La mirada invisible,2010,Stella Galazzi,Prof. Chamas
La mirada invisible,2010,Anita Co,Prof. Martínez
La mirada invisible,2010,Iván Mochner,Prof. Espinosa
La mirada invisible,2010,Félix Tornquist,Prof. Iturralde
La mirada invisible,2010,Beatriz Gelman,Bibliotecaria
La mirada invisible,2010,Enrique Alfil,Farmacéutico
La mirada invisible,2010,Norma Espina,Susana
La mirada invisible,2010,Martín Kohan,Empleado Casa Discos
La mirada invisible,2010,Élida Schinocca,Secretaria
La mirada invisible,2010,Daniel Patera,Profesor
La mirada invisible,2010,Santos Lontoya,Plomero
La mirada invisible,2010,Samuel Pérez,Hombre limpieza
Cóndor Crux,2000,Damián de Santo,"Juan ""Cóndor"" Crux (voz)"
Cóndor Crux,2000,Arturo Maly,Phizar (voz)
Cóndor Crux,2000,Pepe Soriano,Dr. Crux (voz)
Cóndor Crux,2000,Favio Posca,Sigmund (voz)
Cóndor Crux,2000,Leticia Brédice,Zonia (voz)
Cóndor Crux,2000,Aldo Barbero,Amauta (voz)
Cóndor Crux,2000,Max Berliner,Yunko viejo (voz)
Cóndor Crux,2000,Federico Canepa,Yunko niño (voz)
Togo,2022,Diego Alonso,Togo
Togo,2022,Tito Prieto,
