pelicula,anio,actor,personaje
Togo,2022,Catalina Arrillaga,
Togo,2022,Luis Alberto Acosta,
Togo,2022,Marcos Da Costa,
Togo,2022,José Pagano,
Togo,2022,Sabrina Valiente,
Togo,2022,Federico Morosini,
Francisco: el padre Jorge,2015,Darío Grandinetti,Jorge Mario Bergoglio
Francisco: el padre Jorge,2015,Carlos Hipólito,Marcos
Francisco: el padre Jorge,2015,Leticia Brédice,Cecilia
Francisco: el padre Jorge,2015,Silvia Abascal,Ana
Francisco: el padre Jorge,2015,Alejandro Awada,Luis
Francisco: el padre Jorge,2015,Emilio Gavira,Alfredo
Francisco: el padre Jorge,2015,Jorge Marrale,José
Francisco: el padre Jorge,2015,Blanca Jara,Angélica
Francisco: el padre Jorge,2015,Leonor Manso,Rosa
Francisco: el padre Jorge,2015,Alan Ferraro,
Francisco: el padre Jorge,2015,Naia Guz Sanchez,
Francisco: el padre Jorge,2015,María Ibarreta,Patricia
Francisco: el padre Jorge,2015,Agustín Pardella,Cacho
Francisco: el padre Jorge,2015,Abel Ayala,Paco
Francisco: el padre Jorge,2015,Eugenia Alonso,Monja Berta
Francisco: el padre Jorge,2015,Jimena Anganuzzi,Renata
Francisco: el padre Jorge,2015,Mariano Bertolini,Padre Pepe
Francisco: el padre Jorge,2015,Pablo Brichta,Massera
Zenitram,2010,Juan Minujín,Zenitram / Rubén Martínez
Zenitram,2010,Verónica Sánchez,Laura Arroyo
Zenitram,2010,Jordi Mollà,Daniel Durbán
Zenitram,2010,Luis Luque,Javier Medrano
Zenitram,2010,Steven Bauer,Frank Ramírez
Zenitram,2010,Edda Bustamante,
Zenitram,2010,Sandra Ballesteros,
Zenitram,2010,José María Muscari,
Zenitram,2010,Miriam Odorico,
Zenitram,2010,Dario Tangelson,
Zenitram,2010,Jorge Rulli,Mingo Arroyo
Zenitram,2010,Rubén Stella,
Zenitram,2010,Soledad Scarso,
Zenitram,2010,Horacio Vay,
Zenitram,2010,Daniel Fanego,Presidente Orozco
Zenitram,2010,Valeria Giorcelli,Enfermera
Zenitram,2010,Virginia Negro Ubilla,Secretaria
Zenitram,2010,Alex Scott,
Zenitram,2010,Raúl Hochman,Botones
Zenitram,2010,Adrian Figueira,
Zenitram,2010,Eduardo Montes-Bradley,Doctor
Viudas,2011,Graciela Borges,Elena
Viudas,2011,Valeria Bertuccelli,Adela
Viudas,2011,Rita Cortese,Esther
Viudas,2011,Martín Bossi,Justina
Viudas,2011,Mário José Paz,Augusto
Viudas,2011,Matías Desiderio,Eduardo Moreaux
Viudas,2011,Javier De Nevares,Javier
Viudas,2011,Mariana Richaudeau,Médica
Viudas,2011,Marina Cohen,Mujer taxista
Viudas,2011,Sofía Camará,Entrevistada joven
Viudas,2011,Fernando Hoffman,Cura
Viudas,2011,Jerónimo De Carolis,Sonidista
Viudas,2011,Mariana Plenazio,Asistente de Producción
Viudas,2011,Graciela Cámara,Entrevistada Grace
Viudas,2011,Chang Sung Kim,Chang
Viudas,2011,Graciela Cohen,Entrevistada Graciela C.
Viudas,2011,Bruno Hernández,Camarógrafo
Viudas,2011,Edgardo Marchiori,Médico 1
Viudas,2011,Diego Freigedo,Médico 2
Viudas,2011,Sebastián Ianco,Médico 3
Viudas,2011,Ricardo Cucimano,Médico 4
Viudas,2011,Bimbo Godoy,Enfermera 1
Viudas,2011,Mora Maira,Enfermera 2
Viudas,2011,Silvia Echegoyen,Enfermera 3
Viudas,2011,Bárbara Segovia,Enfermera 4
Viudas,2011,Carolina Barbosa,Enfermera 1 acompañante
Viudas,2011,Gonzalo Caparrós,Editor
Viudas,2011,Alejandra Sticberg,Prima Eduardo
Viudas,2011,Juan Cruz Bordeu,Amigo Elena
Viudas,2011,Ileana Gonzáles,Esposa amigo Elena
Viudas,2011,Gonzalo Suárez,Marciano
Viudas,2011,Tomás Garbini,Locutor Iser 1
Viudas,2011,Delfina Salaberry,Roxana
Viudas,2011,Juan Ignacio Blanco,Chico examen
Viudas,2011,Diego Dángelo,Profesor 1
Viudas,2011,Sabrina Kirzner,Profesor 2
Viudas,2011,Diego Torben,Profesor 3
Viudas,2011,Salvador Alonso,Bebé Adela
Viudas,2011,María Jesús Bordeu,Bebé amigo Elena
El amor menos pensado,2018,Ricardo Darín,Marcos
El amor menos pensado,2018,Mercedes Morán,Ana
El amor menos pensado,2018,Claudia Fontán,Lili
El amor menos pensado,2018,Andrea Pietra,Celia
El amor menos pensado,2018,Mariu Fernández,Milagros
El amor menos pensado,2018,Jean Pierre Noher,Eloy
El amor menos pensado,2018,Norman Briski,Rafael
El amor menos pensado,2018,Juan Minujín,Anselmo
El amor menos pensado,2018,Gabriel Corrado,
El amor menos pensado,2018,Andrea Politti,
El amor menos pensado,2018,Jorge Stamadianos,Invitado cumpleaños
El amor menos pensado,2018,Claudia Lapacó,Cora
El amor menos pensado,2018,Chico Novarro,Ioshi
El amor menos pensado,2018,Andrés Gil,Luciano
El amor menos pensado,2018,Irene Tsou,Lao Phen
El amor menos pensado,2018,Alejandro Maci,Gonzalo
El amor menos pensado,2018,Marcelo Xicarts,Aldo
El amor menos pensado,2018,Paula Sartor,Natacha
Un paraíso para los malditos,2013,Joaquín Furriel,Marcial
Un paraíso para los malditos,2013,Maricel Álvarez,Miriam
Un paraíso para los malditos,2013,Alejandro Urdapilleta,Román
Un paraíso para los malditos,2013,Candela Liuzzo,Malena
Un paraíso para los malditos,2013,Nicolás Woller,Omar
Un paraíso para los malditos,2013,Agustín Pilar,Silvio
Un paraíso para los malditos,2013,Santiago Pedrouzo,Gordo
Un paraíso para los malditos,2013,Chucho Fernández,Rubén
Un paraíso para los malditos,2013,Malena Sánchez,Chica Enfrente
Pensé que iba a haber fiesta,2013,Elena Anaya,Ana
Pensé que iba a haber fiesta,2013,Valeria Bertuccelli,
Pensé que iba a haber fiesta,2013,Fernán Mirás,
Pensé que iba a haber fiesta,2013,Esteban Lamothe,
Pensé que iba a haber fiesta,2013,Esteban Bigliardi,Eduardo
La reina del miedo,2018,Valeria Bertuccelli,Robertina
La reina del miedo,2018,Diego Velázquez,Lisandro
La reina del miedo,2018,Sary López,Elisa
La reina del miedo,2018,Anders Hvidegaard,
La reina del miedo,2018,Gabriel Goity,Robertina's manager
La reina del miedo,2018,Darío Grandinetti,Robertina's husband
La reina del miedo,2018,Marta Lubos,Vivian
La reina del miedo,2018,Mario Alarcón,Play Producer
La reina del miedo,2018,Matías Bassi,Saverio
La reina del miedo,2018,Elena Boggan,Graciela
La reina del miedo,2018,Héctor La Porta,César
La reina del miedo,2018,Melania Lenoir,Doctor at the Clinic
La reina del miedo,2018,Alicia Muxo,Woman #1
La reina del miedo,2018,Mercedes Scápola,Depiladora
Ciudad del sol,2003,Darío Grandinetti,Luis
Ciudad del sol,2003,Nicolás Cabré,Pablo
Ciudad del sol,2003,Jazmín Stuart,Manuela
Ciudad del sol,2003,Patricio Contreras,Walter
Ciudad del sol,2003,Luis Luque,Tito
Ciudad del sol,2003,Leonor Manso,Zulema
Ciudad del sol,2003,María Leal,Juana
Peter Capusotto y sus 3 dimensiones,2012,Diego Capusotto,Varios
Peter Capusotto y sus 3 dimensiones,2012,Ivana Acosta,Varios
Peter Capusotto y sus 3 dimensiones,2012,Jacqueline Decibe,Varios
Peter Capusotto y sus 3 dimensiones,2012,Alfonso Sierra,Varios
"Los que aman, odian",2017,Guillermo Francella,Dr. Enrique Hubermann
"Los que aman, odian",2017,Luisana Lopilato,Mary Fraga
"Los que aman, odian",2017,Justina Bustos,Emilia Fraga
"Los que aman, odian",2017,Juan Minujín,Atuel
"Los que aman, odian",2017,Marilú Marini,Andrea
"Los que aman, odian",2017,Carlos Portaluppi,Comisario
"Los que aman, odian",2017,Mario Alarcón,
Cantantes en guerra,2017,José María Listorti,Richie
Cantantes en guerra,2017,Pedro Alfonso,Miguel
Cantantes en guerra,2017,Osvaldo Santoro,Sammy
Cantantes en guerra,2017,Miguel Ángel Rodríguez,Raúl
Cantantes en guerra,2017,Facundo Gambandé,Jonathan
Cantantes en guerra,2017,Sebastián Presta,Beto
Cantantes en guerra,2017,Inés Palombo,Julia
Cantantes en guerra,2017,Diego Reinhold,Santiago
Cantantes en guerra,2017,Soledad García,Cynthia
Cantantes en guerra,2017,Dady Brieva,Abogado
Cantantes en guerra,2017,Demián Salomón,Roberto
Chorros,1987,Víctor Laplace,Pablo Ferrán
Chorros,1987,Javier Portales,Piaggio
Chorros,1987,Norberto Díaz,Kaplan
Chorros,1987,Marita Ballesteros,Graciela
Chorros,1987,Hugo Arana,Traverso
Chorros,1987,Mercedes Alonso,
Chorros,1987,Rodolfo Ranni,
Chorros,1987,Alberto Busaid,Don Tito
Chorros,1987,Danilo Devizzia,
Chorros,1987,Paulino Andrada,
Chorros,1987,Gabriela Adeff,
Chorros,1987,Tamara Bell,
Chorros,1987,Diego Biondo,
Chorros,1987,Floria Bloise,
Chorros,1987,Fausto Collado,
Chorros,1987,Miguel Fernández Alonso,Bozzini
Chorros,1987,Mirta Longo,
Chorros,1987,Luis Mazzeo,Padilla
Guerreros y cautivas,1989,Dominique Sanda,Marguerite
Guerreros y cautivas,1989,Federico Luppi,Colonel Garay
Guerreros y cautivas,1989,Leslie Caron,Madame Yvonne
Guerreros y cautivas,1989,China Zorrilla,Sergeant
Guerreros y cautivas,1989,Gabriela Toscano,Prisoner
Guerreros y cautivas,1989,Selva Alemán,La Maestra
Guerreros y cautivas,1989,Duilio Marzio,Master Pacheco
Guerreros y cautivas,1989,Carlos Merola,
Guerreros y cautivas,1989,Juan Palomino,
Guerreros y cautivas,1989,Alejandro Cutzarida,
Guerreros y cautivas,1989,Gabriela Otero,
Guerreros y cautivas,1989,Jorge Sabaté,
Aquellos años locos,1971,Palito Ortega,
Aquellos años locos,1971,Mercedes Carreras,
Aquellos años locos,1971,Elvia Andreoli,(as Elvia Evans)
Aquellos años locos,1971,Tono Andreu,
Aquellos años locos,1971,Marta Cipriano,
Aquellos años locos,1971,Emilio Comte,
Aquellos años locos,1971,Daniel de Alvarado,
Aquellos años locos,1971,Aurora Del Mar,
Aquellos años locos,1971,Dorys del Valle,
Aquellos años locos,1971,Ivan Grey,
Aquellos años locos,1971,Norma López Monet,
Aquellos años locos,1971,Lalo Malcolm,
Aquellos años locos,1971,María de los Ángeles Medrano,
Aquellos años locos,1971,Domingo Márquez,
Aquellos años locos,1971,Ernesto Raquén,
Aquellos años locos,1971,Raúl Rossi,
Aquellos años locos,1971,Óscar Rovito,
Aquellos años locos,1971,Mario Sapag,
Aquellos años locos,1971,Paquita Vehil,
Los reyes del sablazo,1974,Jorge Porcel,
Los reyes del sablazo,1974,Alberto Olmedo,
Los reyes del sablazo,1974,Luisa Albinoni,
Los reyes del sablazo,1974,Susana Traverso,
Los reyes del sablazo,1974,Mario Sapag,
Los reyes del sablazo,1974,Javier Portales,
Los reyes del sablazo,1974,Néstor Robles,
Los reyes del sablazo,1974,Raúl Ingaramo,
Los reyes del sablazo,1974,Rubén Gallo,
Los reyes del sablazo,1974,José Gutiérrez Lai,
Los reyes del sablazo,1974,Délfor Medina,
Los reyes del sablazo,1974,Carlos Trigo,
Los reyes del sablazo,1974,Edgardo Mesa,
Los reyes del sablazo,1974,Ana María Soria,
Los reyes del sablazo,1974,Tini de Bucourt,
Los reyes del sablazo,1974,Carmen Yazalde,
Los reyes del sablazo,1974,Luis Corradi,
Los reyes del sablazo,1974,Mario Oliveti,
Los reyes del sablazo,1974,Juan Carlos Casas,
Los reyes del sablazo,1974,Mónica Guido,
Los reyes del sablazo,1974,Carlos Fioriti,
Los reyes del sablazo,1974,Paola Papini,
Los reyes del sablazo,1974,Susana Chávez,
Los reyes del sablazo,1974,Mónica Romeu,
Los reyes del sablazo,1974,Emilio Disi,
Los reyes del sablazo,1974,Dorys del Valle,
De eso no se habla,1993,Marcello Mastroianni,Ludovico D'Andrea
De eso no se habla,1993,Luisina Brando,Leonor
De eso no se habla,1993,Alejandra Podestá,Charlotte
De eso no se habla,1993,Betiana Blum,Madama
De eso no se habla,1993,Roberto Carnaghi,Father Aurelio
De eso no se habla,1993,Alberto Segado,Dr. Blanes
De eso no se habla,1993,Mónica Villa,Miss Zamildio
De eso no se habla,1993,Mónica Lacoste,Miss Blanes
De eso no se habla,1993,Juan Manuel Tenuta,Police Chef
De eso no se habla,1993,Tina Serrano,Widow Schmidt
De eso no se habla,1993,Jorge Luz,Mayor
De eso no se habla,1993,Verónica Lilnás,Myrna
De eso no se habla,1993,Susana Cortínez,Miss Peralta
De eso no se habla,1993,Fito Páez,Self
De eso no se habla,1993,Martin Kalwill,Mayor's Clerk
De eso no se habla,1993,Alfredo Alcón,Narrator
De eso no se habla,1993,Cecilia Reymúndez,Uncredited
De eso no se habla,1993,Jorge Bruno,Uncredited
De eso no se habla,1993,Verónica Llinás,Myrna
La valija de Benavidez,2016,Jorge Marrale,Leopoldo Corrale
La valija de Benavidez,2016,Guillermo Pfening,Pablo Benavídez
La valija de Benavidez,2016,Norma Aleandro,Beatriz Donorio
La valija de Benavidez,2016,Paula Brasca,Lisa
La valija de Benavidez,2016,Rodrigo Lico Lorente,Simón
La valija de Benavidez,2016,Alejandro Parrilla,Otto
La valija de Benavidez,2016,Diego Echegoyen,Nicanor
La valija de Benavidez,2016,Oliver Kolker,Noriega
La valija de Benavidez,2016,Rocío Rodríguez Presedo,Mucama 1
La valija de Benavidez,2016,María Eugenia Ficosecco,Mucama 2
La valija de Benavidez,2016,Valentín Javier Diment,Directorio 1
La valija de Benavidez,2016,Jimena del Pozo,Directorio 2
La valija de Benavidez,2016,Miguel Israilevich,Directorio 3
La valija de Benavidez,2016,Pablo Guisa Koestinger,Directorio 4
La valija de Benavidez,2016,Claudia Pandolfo,Directorio 5
La valija de Benavidez,2016,Jorge Casabé,Directorio 6
La valija de Benavidez,2016,Arthur Newman,Directorio 7
La valija de Benavidez,2016,Laura Rainoldi,Directorio 8
La valija de Benavidez,2016,Hernán Findling,Directorio 9
La valija de Benavidez,2016,Paulo Soria,Residente 1
La valija de Benavidez,2016,Mariana Bugallo,Residente 2
La valija de Benavidez,2016,Agustín Aguirre,Residente 3
La valija de Benavidez,2016,Carolina Painceira,Residente 4
La valija de Benavidez,2016,Ariel Sandez,Residente 5
La valija de Benavidez,2016,Luciana Estevez,Residente 6
La valija de Benavidez,2016,Simón Ratziel,Residente 7
La valija de Benavidez,2016,Victoria Arana,Residente 8
La valija de Benavidez,2016,Paloma Dema,Curador 1
La valija de Benavidez,2016,Pablo Marini,Curador 2
La valija de Benavidez,2016,Diego Neón,Curador 3
La valija de Benavidez,2016,Luis Tenewicki,Benavídez padre
La valija de Benavidez,2016,Joaquín Meder,Benavídez Niño
La valija de Benavidez,2016,Sebastian Suñé,Invitado Cocktail
La valija de Benavidez,2016,Néstor Larrandart,Invitado Cocktail
La valija de Benavidez,2016,Claudia Zeballos,Invitado Cocktail
La valija de Benavidez,2016,Magalí Nieva,Invitado Cocktail
La valija de Benavidez,2016,Alan Sullivan,Invitado Cocktail
La valija de Benavidez,2016,Laura Fuxman,Invitado Cocktail
La valija de Benavidez,2016,Natalia González,Invitado Cocktail
La valija de Benavidez,2016,Alejandro Alonso Marcucci,Invitado Cocktail
La valija de Benavidez,2016,Rocío Ramírez Sanz,Invitado Cocktail
Diablo,2012,Juan Palomino,Marcos
Diablo,2012,Sergio Boris,Huguito
Diablo,2012,Luis Aranosky,Café con Leche
Diablo,2012,Luis Ziembrowski,Oficial Fridman
Diablo,2012,Hugo Quiril,Teniente Coronel Varela
Diablo,2012,Vic Cicuta,Motoquero
Diablo,2012,Sebastián Mogordoy,Noriega
Diablo,2012,Paul Divano,
Diablo,2012,Nicolás Galvagno,Rocco Dominguez
Diablo,2012,Valentín Javier Diment,Entrenador
Diablo,2012,Alex Schmidt,Gringo
Diablo,2012,Germán Magariños,Albañil
Diablo,2012,José Luis Salguero,Bombilla
Diablo,2012,Pedro Damiano Yepes Sendra,Cartonero Guapeton
Diablo,2012,Alejandro Soler,El Rubio
Diablo,2012,Germán Val,
Diablo,2012,Jorge D'Elía,Franco Robles
Diablo,2012,Flora Gró,Hija de Robles
Maternidad sin hombres,1968,Ernesto Bianco,
Maternidad sin hombres,1968,Yayi Cristal,
Maternidad sin hombres,1968,Perla Santalla,
Maternidad sin hombres,1968,Virginia Lago,
Maternidad sin hombres,1968,Luis Medina Castro,
Maternidad sin hombres,1968,Mario Soffici,
Maternidad sin hombres,1968,Irma Córdoba,
Maternidad sin hombres,1968,Francisco de Paula,
Maternidad sin hombres,1968,Luis Brandoni,
Maternidad sin hombres,1968,Soledad Marcó,
Maternidad sin hombres,1968,Roberto Airaldi,
Maternidad sin hombres,1968,Paquita Más,
Maternidad sin hombres,1968,Ricardo Castro Ríos,
Maternidad sin hombres,1968,Golde Flami,
Maternidad sin hombres,1968,Alberto Mazzini,
Maternidad sin hombres,1968,Linda Peretz,
Maternidad sin hombres,1968,Graciela Pal,
Reencuentro con la gloria,1962,Martín Karadagián,"Roberto ""Pantera"""
Reencuentro con la gloria,1962,Lilián del Río,Sonia
Reencuentro con la gloria,1962,Orestes Soriani,Padre de Roberto
Reencuentro con la gloria,1962,Perla Santalla,Luisa
Reencuentro con la gloria,1962,José María Pedroza,Rodolfo
Reencuentro con la gloria,1962,Héctor Armendáriz,Médico
Reencuentro con la gloria,1962,Raúl del Valle,Raúl Ávila
Reencuentro con la gloria,1962,Pedro Goitía,Bobby
Reencuentro con la gloria,1962,Javier Portales,Hombre en tribuna
Reencuentro con la gloria,1962,Menchu Quesada,Mujer de Bobby
Reencuentro con la gloria,1962,Alfredo Almanza,Oficial
Reencuentro con la gloria,1962,Rodolfo Ganda,
Reencuentro con la gloria,1962,Jorge Monteagudo,
Reencuentro con la gloria,1962,César Nagle,
Reencuentro con la gloria,1962,Juan Bautista Maggipinto,
Reencuentro con la gloria,1962,Nelly Ricci,
Reencuentro con la gloria,1962,Tito Wolf,
Reencuentro con la gloria,1962,Julio Heredia,
Reencuentro con la gloria,1962,Emma Russ,
Reencuentro con la gloria,1962,Paula Svagel,
Mi amigo Luis,1972,Luis Sandrini,
Mi amigo Luis,1972,Ángel Magaña,
Mi amigo Luis,1972,Raúl Padovani,
Mi amigo Luis,1972,Ricardo Morán,
Mi amigo Luis,1972,Arnaldo André,
Mi amigo Luis,1972,Yayi Cristal,
Mi amigo Luis,1972,Pablo Danielo,
Mi amigo Luis,1972,Carlos Vanoni,
Mi amigo Luis,1972,Roberto Airaldi,
Mi amigo Luis,1972,Patricia Castell,
Mi amigo Luis,1972,Francisco de Paula,
Mi amigo Luis,1972,Carlos Muñoz Arosa,
Mi amigo Luis,1972,Claudio Levrino,
Mi amigo Luis,1972,Agó Franzetti,
Mi amigo Luis,1972,Estela Vidal,
Mi amigo Luis,1972,Juan José Paladino,
Mi amigo Luis,1972,Clever Dusseau,
Mi amigo Luis,1972,Andrea Yasky,
Mi amigo Luis,1972,Diego Botto,
Mi amigo Luis,1972,Diego Falcón,
Mi amigo Luis,1972,Nora Caleca,
Mi amigo Luis,1972,Hugo Asencio,
Mi amigo Luis,1972,Alberto Masdarino,
Mi amigo Luis,1972,Rafael Chumbita,
Mi amigo Luis,1972,Alba Galván,
Mi amigo Luis,1972,Enrique Salonia,
Mi amigo Luis,1972,Fernando Campos,
Favela,1961,Isabel Sarli,
Favela,1961,Jece Valadão,
Favela,1961,Ruth de Souza,
Favela,1961,Monsueto,
Favela,1961,Moacyr Deriquém,
Favela,1961,Iara Jati,
Favela,1961,Arnaldo Montiel,
Favela,1961,Adalberto Silva,
Favela,1961,Adelco Lanza,
Favela,1961,José Da Silva,
Favela,1961,Carlos Amauri,
Una máscara para Ana,1966,Graciela Borges,
Una máscara para Ana,1966,Lautaro Murúa,
Una máscara para Ana,1966,Walter Vidarte,
Una máscara para Ana,1966,Amalia Bernabé,
Una máscara para Ana,1966,Guillermo Battaglia,
Una máscara para Ana,1966,Graciela Dufau,
Una máscara para Ana,1966,Alberto Mazzini,
Una máscara para Ana,1966,Semillita,
Una máscara para Ana,1966,Roberto Bordoni,
Una máscara para Ana,1966,Agustín Barrios,
Una máscara para Ana,1966,José Bertozi,
Una máscara para Ana,1966,Celia Geraldy,
Una máscara para Ana,1966,Rubén Matías,
Una máscara para Ana,1966,Nelson Prenat,
Una máscara para Ana,1966,Ernesto Raquén,
Una máscara para Ana,1966,Blanquita Silván,
Una máscara para Ana,1966,Héctor Eduardo,
Una máscara para Ana,1966,Rolo Puente,
Una máscara para Ana,1966,Donald,
Una máscara para Ana,1966,Chiquita Saldí,
Una máscara para Ana,1966,Gloria Garcia,
Disloque en Mar del Plata,1964,Délfor,
Disloque en Mar del Plata,1964,Jorge Porcel,
Disloque en Mar del Plata,1964,Calígula,
Disloque en Mar del Plata,1964,Ambar La Fox,
Disloque en Mar del Plata,1964,Luis Decibe,
Disloque en Mar del Plata,1964,Arnaldo Larrosa,
Disloque en Mar del Plata,1964,Hector Ferreyra,
Vuelvo a vivir… vuelvo a cantar,1971,Sabú,himself
Vuelvo a vivir… vuelvo a cantar,1971,Ubaldo Martínez,
Vuelvo a vivir… vuelvo a cantar,1971,Diana Maggi,
Vuelvo a vivir… vuelvo a cantar,1971,Enrique Liporace,
Vuelvo a vivir… vuelvo a cantar,1971,María Leal,
Vuelvo a vivir… vuelvo a cantar,1971,Marta Cerain,
Vuelvo a vivir… vuelvo a cantar,1971,Norma López Monet,
El bulín,1969,Jorge Porcel,Carlos Paiva
El bulín,1969,Fidel Pintos,
El bulín,1969,Beatriz Bonnet,Dra. Livingstone
El bulín,1969,Norman Briski,Alfredo
El bulín,1969,Susana Campos,Ejecutiva
El bulín,1969,Horacio Bruno,"Osvaldo, hincha de Boca"
El bulín,1969,Mimí Pons,Amante de Osvaldo
El bulín,1969,Norma Pons,
El bulín,1969,Javier Portales,Andrés
El bulín,1969,Vicente Rubino,Gerente
