titulo,director,anio,duracion,link_pelicula,letterboxd,tags,poster
Los ojos más lindos del mundo,Luis Saslavsky,1943,89,https://drive.google.com/file/d/1AwyMebuhUd1oP6GKzX8AXUTlqV0XCDdW/view?usp=sharing,https://letterboxd.com/film/los-ojos-mas-lindos-del-mundo/,,
Hija,Martín Desalvo,2023,77,https://drive.google.com/file/d/1CdYbxbsn-B9Ahj9AQ1bDouhFJofuX9iF/view,https://letterboxd.com/film/hija-2023/,,
El último cowboy,Juan Sires,1954,67,https://drive.google.com/file/d/1B67wHg4e14yJYS3usUeEV_EmAQ0Kt2xL/view?usp=sharing,https://letterboxd.com/film/el-ultimo-cowboy/,,
Cartas de amor,Mario C. Lugones,1951,89,https://drive.google.com/file/d/1FxWQskEpITtwE-xAzw70SlyeeLoq5l75/view?usp=sharing,https://letterboxd.com/film/cartas-de-amor/,,
Con el sudor de tu frente,Román Viñoly Barreto,1950,76,https://drive.google.com/file/d/1GrmtcK9P6PpsCdhRbL07qH2zKXOQqH3z/view?usp=sharing,https://letterboxd.com/film/con-el-sudor-de-tu-frente/,,
El secreto de Maró,Alejandro Magnone,2021,85,https://drive.google.com/file/d/1LELaPEPiVeeaYPozeRk8bIk1V777QLBe/view?usp=sharing,https://letterboxd.com/film/maros-secret/,,
Cinco corazones,Martín Parlato,2020,35,https://drive.google.com/file/d/1QdrLx8wqOTfDpfODkm02bPFGNQxPvk8K/view?usp=sharing,https://letterboxd.com/film/cinco-corazones/,,
Malayunta,José Santiso,1986,92,https://drive.google.com/file/d/1xLgu8ahbetNp1zt3O1UszFFV1XoNcEj5/view?usp=sharing,https://letterboxd.com/film/malayunta/,,
Camino de campaña,Nicolás Grosso,2014,88,https://drive.google.com/file/d/1DeXE_0ZBQ1SwGl8-ZPIr0zsIe5KH5QB6/view?usp=sharing,https://letterboxd.com/film/camino-de-campana/,,
"OIANT, música para un futuro ancestral",Nacho Garassino,2022,109,https://drive.google.com/file/d/1L8Bl_9t9cNivKykaTl13K9hFsmOvQcN2/view?usp=sharing,https://letterboxd.com/film/oiant-musica-para-un-futuro-ancestral/,,
La chica más rara del mundo,Mariano Cattaneo,2021,82,https://drive.google.com/file/d/1t-6QEh2Cnt8PpWXN5VImMQel_Y55vSx9/view?usp=sharing,https://letterboxd.com/film/la-chica-mas-rara-del-mundo/,,
Nacido para morir,Andrés Borghi,2014,100,https://drive.google.com/file/d/1x1eVlyxzcwJAq5IAS-mGRfY2TB8BS8OF/view?usp=sharing,https://letterboxd.com/film/born-to-die/,,
Ariel: Back to Buenos Aires,Alison Murray,2022,96,https://drive.google.com/file/d/1MyREA0dq0H6q80fEUDxCxF3Bf-Y7TWkS/view?usp=sharing,https://letterboxd.com/film/ariel-2022/,,
El alma de los niños,Carlos F. Borcosque,1951,88,https://drive.google.com/file/d/1PGmAjSewpexF9GYVKMlydkMz_2dfTj7R/view?usp=sharing,https://letterboxd.com/film/el-alma-de-los-ninos/,,
Alianza para el progreso,Julio César Ludueña,1971,108,https://drive.google.com/file/d/1ebBWyYnRfvnG7Qn_VpywSL5lmU_JMtS5/view?usp=sharing,https://letterboxd.com/film/alianza-para-el-progreso/,,
Una vez en la vida,Carlos F. Borcosque,1941,75,https://drive.google.com/file/d/1pnVJfHVANhAJ5kLX32kFtDXre6i-LkwB/view?usp=sharing,https://letterboxd.com/film/una-vez-en-la-vida-1941/,,
Simiente humana,Sergio Leonardo,1959,97,https://drive.google.com/file/d/1VE8_8Ka0Ab7OxrxojiMk_h-ClmV323bt/view?usp=sharing,https://letterboxd.com/film/simiente-humana/,,
Peligrosa obsesión,Raúl Rodríguez Peila,2004,126,https://drive.google.com/file/d/13KIW-Ff5EpG_3vf-HJRNDgH6Fh5loC1W/view?usp=drive_link,https://letterboxd.com/film/dangerous-obsession-2004/,,
El arranque,Federico Jacobi,2024,73,https://drive.google.com/file/d/1_lLWAHl7S2uTsjup_FBQ6EetuwxdqFhT/view?usp=drive_link,https://letterboxd.com/film/the-starter/,,
Entremedio,Martín Gamaler,2024,82,https://drive.google.com/file/d/1hFo2GMzqXFy21mB52UU4Cxm4oxqFxmmj/view?usp=drive_link,https://letterboxd.com/film/entremedio/,,
Barroco,Estanislao Buisel Quintana,2013,85,https://drive.google.com/file/d/1RPYbdEwZLedrR2y6jjvzvgCniWynyJTN/view?usp=drive_link,https://letterboxd.com/film/barroco/,,
El amigo visible,Cristian Bidone,2021,71,https://drive.google.com/file/d/1gOu_2iwmJ_Jd8C8yw_Dy0vMM7P8JyZ7F/view?usp=drive_link,https://letterboxd.com/film/el-amigo-visible/,,
Heroína,Raúl de la Torre,1972,110,https://drive.google.com/file/d/1Yk7yyMlUqwaCMRphhKyXyf9Fy7-mASNC/view?usp=sharing,https://letterboxd.com/film/heroina-1972/,,
Regreso a Coronel Vallejos,Carlos Castro,2016,73,https://drive.google.com/file/d/1hamwUfeWdTdhvL1eVtvmNzWUWYLAOgwF/view?usp=sharing,https://letterboxd.com/film/regreso-a-coronel-vallejos/,,
Snuff,"Michael Findlay, Horacio Fredriksson, Simon Nuchtern",1976,80,https://drive.google.com/file/d/1lkFJsvAtvJMP2h3bdGIkhe6rHpmwcj91/view?usp=sharing,https://letterboxd.com/film/snuff/,,
El Polonio,Daiana Rosenfeld y Aníbal Garisto,2011,67,https://drive.google.com/file/d/1I2z71quOdbHMz1_L-hBBFXum-XWKdixR/view?usp=sharing,https://letterboxd.com/film/el-polonio/,,
Villegas,Gonzalo Tobal,2012,99,https://drive.google.com/file/d/1npPpNF_6-ONVx2c66Ua5GjLp56YCK4OV/view?usp=sharing,https://letterboxd.com/film/villegas/,,
Fanny camina,Alfredo Arias y Ignacio Masllorens,2021,82,https://drive.google.com/file/d/1u1Q4-6cNlMIwUkHTT0c1aDKP3z0FB_4f/view?usp=sharing,https://letterboxd.com/film/fanny-camina/,,
Ambición,Adelqui Migliar,1939,81,https://drive.google.com/file/d/155ezleZCfZTRCi8TgYWTxHzbJCK0quYF/view?usp=sharing,https://letterboxd.com/film/ambicion/,,
En el viejo Buenos Aires,Antonio Momplet,1942,76,https://drive.google.com/file/d/1A_OXq-E6LSWRM2eWgnuNTF9cnfbQyzGi/view?usp=sharing,https://letterboxd.com/film/en-el-viejo-buenos-aires/,,
Viento del este,Maia Gattás Vargas,2023,74,https://drive.google.com/file/d/1l5d-hNx0J77lOtbM4gyG8Sb6JAXQ5BzW/view?usp=sharing,https://letterboxd.com/film/east-wind-2023/,,
Salvadora,Daiana Rosenfeld,2017,60,https://drive.google.com/file/d/1vuTsjMUtxrx5bu6z3Zb3ELtnbYP6x6p-/view?usp=sharing,https://letterboxd.com/film/salvadora/,,
Legado del mar,Gastón Klingefeld,2017,62,https://drive.google.com/file/d/1St7EANqLyZizc4X3rRPVwrreCpGAmkr_/view?usp=sharing,https://letterboxd.com/film/legado-del-mar/,,
Oro negro,Nicolás Ríos,2024,64,https://drive.google.com/file/d/1W6iDkwBLUP5i1S0ca7nHrh43sEoy24Dr/view?usp=sharing,https://drive.google.com/file/d/1W6iDkwBLUP5i1S0ca7nHrh43sEoy24Dr/view?usp=sharing,,
Nazis en Argentina,Matías Gueilburt,2007,99,https://drive.google.com/file/d/1xia_tfnTwut2prMgi6JgvRciywW45Pwi/view?usp=sharing,https://letterboxd.com/film/os-nazistas-na-argentina/,,
Agua,Verónica Chen,2006,89,https://drive.google.com/file/d/1iQWWMJ6FIwqmF3nJv-48ji6dhBQvBzOy/view?usp=sharing,https://letterboxd.com/film/agua/,,
"Ricardo, electricista de automóviles",Nicolás Bratosevich,2006,24,https://drive.google.com/file/d/1eORApjLR17PXpYl0ZyW5WeK_OOjhAO94/view?usp=drive_link,https://letterboxd.com/film/ricardo-electricista-de-automoviles/,,
El exilio de San Martín,Alejandro Areal Vélez,2006,94,https://drive.google.com/file/d/1J8Dz4Y7dS8SwAqWDLO7nWHOZS7FS0NRV/view?usp=drive_link,https://letterboxd.com/film/el-exilio-de-san-martin/,,
Rehén de ilusiones,Eliseo Subiela,2009,80,https://drive.google.com/file/d/1dMnbrOIxvqqSvf5-RyCSAf9o_Wy-67Uj/view?usp=sharing,https://letterboxd.com/film/hostage-of-an-illusion/,,
Casi todo sucede en los sueños,Andrés Habegger,2022,61,https://drive.google.com/file/d/1yCCJz9mkgvM6YPBhqwZ0PBtByI8qKu69/view?usp=sharing,https://letterboxd.com/film/casi-todo-sucede-en-los-suenos/,,
Los inundados,Fernando Birri,1962,87,https://drive.google.com/file/d/1yorrqNqWWDMSeEi-P85aymc-K4ZK7ym1/view?usp=sharing,https://letterboxd.com/film/flooded-out/,,
Tire dié,Fernando Birri,1960,33,https://drive.google.com/file/d/1zgxhI9v28Mg9M6nOdExx0LJvaPT15m_M/view?usp=sharing,https://letterboxd.com/film/toss-me-a-dime/,,
El poder de la censura,Emilio Vieyra,1983,90,https://drive.google.com/file/d/1QGNAXC110pTK2aMh7uQ3l6FR3jAviO61/view?usp=sharing,https://letterboxd.com/film/el-poder-de-la-censura/,#MemoriaAbierta,
La bruja de Hitler,Virna Molina y Ernesto Ardito,2022,117,https://drive.google.com/file/d/1dCBShIpjRQkd5y0B3oNLLlEeM54yQKmu/view?usp=sharing,https://letterboxd.com/film/hitlers-witch/,,
Husek,Daniela Seggiaro,2023,89,https://drive.google.com/file/d/12pTZPM43jCq9eXiE9qXg1ynVtePYIEcH/view?usp=sharing,https://letterboxd.com/film/husek/,,
Más que el mundo,Lautaro Núñez de Arco,2004,12,https://drive.google.com/file/d/1uJLA3biyZt_Hl8o9YDC_4D4jgPOf_1nt/view?usp=sharing,https://letterboxd.com/film/more-than-the-world/,,
Trópico,Sabrina Farji,2020,86,https://drive.google.com/file/d/1EI_cIMNz2nuSdjhmTN6vr3IDisDNvZ9w/view?usp=sharing,https://letterboxd.com/film/tropico-2020/,,
Galasso: pensar en nacional,Federico Sosa,2022,83,https://drive.google.com/file/d/1Ynw9KCoDAaFtSdiDIQ8kjshmAS2XRO4p/view?usp=sharing,https://letterboxd.com/film/galasso-pensar-en-nacional/,,
Malambo,Alberto de Zavalía,1942,99,https://drive.google.com/file/d/1rDyw1e74Vc-90-tyq4T7rQUSv9VzOb42/view?usp=sharing,https://letterboxd.com/film/malambo-1942/,,
El ambulante,"Eduardo de la Serna, Lucas Marcheggiano, Adriana Yurcovich",2009,84,https://drive.google.com/file/d/1V_IZP2A6PWzkCN0QsJBgAoQK7xZOpyNj/view?usp=sharing,https://letterboxd.com/film/the-peddler/,,
Tres deseos,Marcelo Trotta y Vivian Imar,2009,95,https://drive.google.com/file/d/1oNe_kDrmtWFPjI_LKDPl9i5TxiBHxh2I/view?usp=sharing,https://letterboxd.com/film/three-wishes-2009/,,
Filmatron,Pablo Parés,2007,92,https://drive.google.com/file/d/1FbJYZR-LFS7_clK8OKpsVzpUGdiC_Nhz/view?usp=sharing,https://letterboxd.com/film/filmatron/,,
De amor y de sombra,Betty Kaplan,1994,103,https://drive.google.com/file/d/1bN8cO54UmVnO-b8fWqALuf_C_lckpFCA/view?usp=sharing,https://letterboxd.com/film/of-love-and-shadows/,,
Negro,Eduardo Pinto y Oscar Frenkel,1999,35,https://drive.google.com/file/d/1kQNkDZW7HaRBt1UkOvUTOVldyZKNd7Ls/view?usp=sharing,https://letterboxd.com/film/negro-1999/,,
Amor y cine,Victoria Carreras,2023,65,https://drive.google.com/file/d/1NQUszv85-j88TdpxUoQ4WLK1tpUV8mcR/view?usp=sharing,https://letterboxd.com/film/love-films/,,
El héroe al que nadie quiso,Israel Adrián Caetano,2012,9,https://drive.google.com/file/d/1TDnH9siwSI0DuI_-Xkg4iJCgEijwBXXs/view?usp=sharing,https://letterboxd.com/film/el-heroe-al-que-nadie-quiso/,,
Nosilatiaj: La belleza,Daniela Seggiaro,2012,83,https://drive.google.com/file/d/1aXiktVzRbs8T8e5ji_QKpgJnZ8LYhsMu/view?usp=sharing,https://letterboxd.com/film/beauty-2012/,,
Intermezzo criminal,Luis Moglia Barth,1953,88,https://drive.google.com/file/d/1bYIMBkR4LqM4QX8orpuLx_9QFjoYjFQl/view?usp=sharing,https://letterboxd.com/film/intermezzo-criminal/,,
Darlo todo,"Germán ""Tano"" Nieto",2023,66,https://drive.google.com/file/d/147PJh2pQCgz2IQvwx2-wRheLxIVGGIv0/view?usp=sharing,https://letterboxd.com/film/darlo-todo/,,
Antes,Daniel Gimelberg,2010,90,https://drive.google.com/file/d/16tCXwJy1-6JomRjhDvxAgxWHpsKpApMH/view?usp=sharing,https://letterboxd.com/film/before/,,
Bohemia,Leonardo Damario,2014,102,https://drive.google.com/file/d/1fW0nFKxJR4pMOF_Y606nluBwTV2PUceS/view?usp=sharing,https://letterboxd.com/film/bohemia/,,
Buenos Aires 100 km,Pablo José Meza,2004,94,https://drive.google.com/file/d/1lT8AekDsFXpXYGwPynIiTucMyqPvuHfO/view?usp=sharing,https://letterboxd.com/film/buenos-aires-100-km/,,
Cetáceos,Florencia Percia,2018,75,https://drive.google.com/file/d/1v037GZGDT0tlubKXNeX-S3Uo1fqUEEOs/view?usp=sharing,https://letterboxd.com/film/cetaceans/,,
Topos,Emiliano Romero,2012,100,https://drive.google.com/file/d/1QJLDNzZwwQzVm48E1C4ab1_NTK4DEw9G/view?usp=sharing,https://letterboxd.com/film/moles/,,
Rey muerto,Lucrecia Martel,1995,12,https://drive.google.com/file/d/1QK8vn5uaWlaUIjK2qAUPcjDtwkqsUc2G/view?usp=sharing,https://letterboxd.com/film/historias-breves-i-dead-king/,,
La guerra del cerdo,Leopoldo Torre Nilsson,1975,84,https://drive.google.com/file/d/1MvlTvqG10OlVL-Q3gKPl3UtWh9-FH_Zd/view,https://letterboxd.com/film/diary-of-a-pig-war/,,
Cómo funcionan casi todas las cosas,Fernando Salem,2015,95,https://drive.google.com/file/d/1BOBKsqe-yCJQUGOiPC-71YAHmI0DVGMi/view?usp=sharing,https://letterboxd.com/film/how-most-things-work/,,
La quinta calumnia,Adelqui Migliar,1941,78,https://drive.google.com/file/d/19CPRWqTiMtvl_XSgTK0zSDDq4NSBj5Of/view?usp=sharing,https://letterboxd.com/film/la-quinta-calumnia/,,
Operación-G,Ralph Pappier,1962,75,https://letterboxd.com/film/operacion-g/,https://letterboxd.com/film/operacion-g/,,
Concierto para una lágrima,Julio Porter,1955,86,https://drive.google.com/file/d/1P30i7lcZyL2YBKL5xWbdHQ6HeT-nolkK/view?usp=sharing,https://letterboxd.com/film/concert-for-a-tear/,,
"No llores por mí, Inglaterra",Néstor Montalbano,2018,103,https://drive.google.com/file/d/1ET4mHOVF2VU6RecGVpI8r5vTuRrWiZYl/view?usp=sharing,https://letterboxd.com/film/dont-cry-for-me-england/,,
Los Pérez García,Fernando Bolín y Don Napy,1950,75,https://drive.google.com/file/d/1w1KNx9LDQ_xa-OJWTbCXombSR3cr4beS/view?usp=sharing,https://letterboxd.com/film/los-perez-garcia/,,
Encadenado,Enrique de Rosas Jr.,1940,79,https://drive.google.com/file/d/1TZbHXjGkZphIQLnB8OBMt0i5-L5RxR4u/view?usp=sharing,https://letterboxd.com/film/encadenado/,,
Seguro de castidad,Jorge N. Mobaied,1975,88,https://drive.google.com/file/d/1jMwbtwL-qUtqOyJEX8A2xBgv0C7iG2GY/view?usp=sharing,https://letterboxd.com/film/chastity-insurance/,,
La sonrisa de mamá,Enrique Carreras,1972,98,https://drive.google.com/file/d/1ul1b_EqKeRWo5b9sIIcDt_rHwDM2qmEZ/view?usp=sharing,https://letterboxd.com/film/la-sonrisa-de-mama/,,
Mujer conejo,Verónica Chen,2013,81,https://drive.google.com/file/d/1PdxFm-oaz19LdzwdChrLoUkOual6MbKD/view?usp=sharing,https://letterboxd.com/film/rabbit-woman/,,
Un terceto peculiar,Hugo Sofovich,1982,89,https://drive.google.com/file/d/1-GMD2kAPIvG0ilXzgLsD9zCM4wdWNqzn/view?usp=sharing,https://letterboxd.com/film/un-terceto-peculiar/,,
Cumbres de hidalguía,Julio Saraceni,1947,78,https://drive.google.com/file/d/1-fmpUItuxtYJTLHHVY4Hayvwd0jAifw3/view?usp=sharing,https://letterboxd.com/film/cumbres-de-hidalguia/,,
Custodio de señoras,Hugo Sofovich,1979,88,https://drive.google.com/file/d/16-SHvupwUKoZXQqivgy5UMAlWStqvgWl/view?usp=sharing,https://letterboxd.com/film/custodio-de-senoras/,,
María Celeste,Julio Saraceni,1945,80,https://drive.google.com/file/d/17SHhJxm0uvNE098V8Z_uFjF5MCjsTuNb/view?usp=sharing,https://letterboxd.com/film/maria-celeste/,,
Mala gente,Don Napy,1952,97,https://drive.google.com/file/d/188MdBqTLhSoQwMPdPYbo0X2nCHJHFlqM/view?usp=sharing,https://letterboxd.com/film/mala-gente/,,
Fin de mes,Enrique Cahen Salaberry,1953,91,https://drive.google.com/file/d/19Fsx2jsBwHJZemXtpf0BL3g2nOGYbWyd/view?usp=sharing,https://letterboxd.com/film/fin-de-mes/,,
"Dr. Cándido Pérez, señoras",Emilio Vieyra,1962,95,https://drive.google.com/file/d/1ADZHkH8cqYhT-F6dI8huQw5yfzqUvQ2p/view?usp=sharing,https://letterboxd.com/film/dr-candido-perez-sras/,,
La serpiente de cascabel,Carlos Schlieper,1962,73,https://drive.google.com/file/d/1BdjvKDeEN3a8LM0vCJdrN2Kqe_jvE7s2/view?usp=sharing,https://letterboxd.com/film/la-serpiente-de-cascabel/,,
El infortunado Fortunato,Enrique Cahen Salaberry,1952,78,https://drive.google.com/file/d/1IDlXSrXCoBTZJp4O-WFvGcLENFEsmOR9/view?usp=sharing,https://letterboxd.com/film/el-infortunado-fortunato/,,
Los tres mosquiteros,Enrique Carreras,1953,78,https://drive.google.com/file/d/1JWxWoG3tiQPJsqGROGpT-N_5Lj2RWeEp/view?usp=sharing,https://letterboxd.com/film/los-tres-mosquiteros/,,
La aventura explosiva,Orestes Trucco,1977,85,https://drive.google.com/file/d/1MIZL6zm_iGF3DdObzZGUGFgVW0udl0mr/view?usp=sharing,https://letterboxd.com/film/la-aventura-explosiva/,,
Socio de alcoba (Carnival of Crime),George Cahan,1962,90,https://drive.google.com/file/d/1TgXo36YFgZ53LaL7Rab2tYgiIhVLxw3p/view?usp=sharing,https://letterboxd.com/film/carnival-of-crime/details/,,
La encrucijada,Leopoldo Torres Ríos,1952,72,https://drive.google.com/file/d/1JkZKDWeykUckerqP8TFKaG5O1cb6WPlM/view?usp=sharing,https://letterboxd.com/film/the-crossroads-1952/,,
Tres alcobas,Enrique Carreras,1964,79,https://drive.google.com/file/d/1hS0LEm4JZDWVJiywySGJOXx_upjCI0mB/view?usp=sharing,https://letterboxd.com/film/tres-alcobas/,,
La familia hippie,Enrique Carreras,1971,85,https://drive.google.com/file/d/1lfv3V_YRlVKzbTXiGmA7jb1xbxNcUuEM/view?usp=sharing,https://letterboxd.com/film/la-familia-hippie/,,
La gran aventura,Emilio Vieyra,1974,90,https://drive.google.com/file/d/1c_rROcpSonXlA2cDqvRfig66UbA6K_ps/view?usp=sharing,https://letterboxd.com/film/the-great-adventure-1974/,,
Una mujer de la calle,Luis Moglia Barth,1939,77,https://drive.google.com/file/d/18cBRToB-rux390z1xBmDwRTcK3yHtu5s/view?usp=sharing,https://letterboxd.com/film/una-mujer-de-la-calle/,#RAROVHS,
Panteón militar,Wolfgang Landgraeber,1992,90,https://drive.google.com/file/d/11_QzrZSJdLi9JbR1R-4Po2V0TU94_ZrB/view?usp=sharing,https://letterboxd.com/film/panteon-militar/,,
Buenos Aires al Pacífico,Mariano Donoso,2018,101,https://drive.google.com/file/d/1hUCCIZ9cdoq3CW_-4HISPkyfFPlObKZf/view?usp=sharing,https://letterboxd.com/film/buenos-aires-al-pacifico/,,
La última siembra,Miguel Pereira,1991,115,https://drive.google.com/file/d/1kS4p1IVr9SE8wOBdagg1P9LzLP7JeViL/view?usp=sharing,https://letterboxd.com/film/la-ultima-siembra/,,
La cómplice,René Cardona Jr.,1966,73,https://drive.google.com/file/d/1vCLlBUjxjGfa_r8ps2EZUIInHAo0KAff/view?usp=sharing,https://letterboxd.com/film/la-complice-1966/,,
Tango Suomi,Gabriela Aparici,2016,80,https://drive.google.com/file/d/17E8bKF_NzgE_pZcyKMqC6Mw-6y9PtnHb/view?usp=sharing,https://letterboxd.com/film/tango-suomi/,,
Los torturados,Alberto Dubois,1956,73,https://drive.google.com/file/d/1RRYBeNC2GcJSAZyXakkQtDxlJqRN2RZJ/view?usp=sharing,https://letterboxd.com/film/los-torturados/,,
Mundial 78. Verdad o mentira,Christian Rémoli,2007,98,https://drive.google.com/file/d/1CTDuL33HZc2uX_KVb54dlWgd40_PmUII/view?usp=sharing,https://letterboxd.com/film/mundial-78-verdad-o-mentira/,#MemoriaAbierta,
La maja de los cantares,Benito Perojo,1947,75,https://drive.google.com/file/d/1Ck3H5gHJAH3YVFZoFFLr9WCKTLYsECH5/view?usp=sharing,https://letterboxd.com/film/the-songstress/,,
La doctora Castañuelas,Luis Moglia Barth,1950,95,https://drive.google.com/file/d/1EmtQnjZlBSATVQihErYYpYdJlwkXJa1l/view?usp=sharing,https://letterboxd.com/film/la-doctora-castanuelas/,,
Lejos del cielo,Catrano Catrani,1950,107,https://drive.google.com/file/d/1A-oeWGFR8-KiI-vv0DvcSVRIf-zmJJSx/view?usp=sharing,https://letterboxd.com/film/lejos-del-cielo/,,
Torrente indiano,Bernardo Spoliansky y Leo Fleider,1954,82,https://drive.google.com/file/d/1FYcAeRoV_Ts5NzKg7wsiYOULpEd5nZwm/view?usp=sharing,https://letterboxd.com/film/torrente-indiano/,,
Gente conmigo,Jorge Darnell,1967,80,https://drive.google.com/file/d/1bmFrrCZaF3UKJAOf8mGIabtiZCGHPduC/view?usp=sharing,https://letterboxd.com/film/people-with-me/,,
La tía de Carlitos,Enrique Carreras,1953,59,https://drive.google.com/file/d/1gIMVBVDDCb9mVI4O2Nwy2xfwdQVH0BHu/view?usp=sharing,https://letterboxd.com/film/la-tia-de-carlitos//,,
El primer beso,Enrique Carreras,1957,82,https://drive.google.com/file/d/1j5CUluT2xrUOeytKW2iRLobbwvRXumj5/view?usp=sharing,https://letterboxd.com/film/el-primer-beso/,,
Se rematan ilusiones,Mario C. Lugones,1944,81,https://drive.google.com/file/d/1w0OHrTBynJyRh9Ijh7YfrUCuDkdEvtzI/view?usp=sharing,https://letterboxd.com/film/se-rematan-ilusiones/,,
María y Juan (no se conocen y simpatizan),David Bisbano,2005,85,https://drive.google.com/file/d/1-gULxgwjfKvZAHb_OJV5mIIoSpuxLSJ5/view?usp=sharing,https://letterboxd.com/film/maria-y-juan-no-se-conocen-y-simpatizan/,,
Escándalo nocturno,Juan Carlos Thorry,1951,72,https://drive.google.com/file/d/1Amq-V2_uuzewRygZYHYzlSYiS-ZIMvCf/view?usp=sharing,https://letterboxd.com/film/escandalo-nocturno/,,
El tercer huésped,Eduardo Boneo,1946,63,https://drive.google.com/file/d/1HtdYtfxBNDoowSfgjRfND5iGsEBBMWAV/view?usp=sharing,https://letterboxd.com/film/el-tercer-huesped/,,
Cinco,"Cecilia del Valle, Cinthia Varela, Marco Berger, Francisco Forbes, Andrew Sala",2010,89,https://drive.google.com/file/d/1Wdy-HQUsRCYxSEx_QUflUCXiHZhFmj9Q/view?usp=sharing,https://letterboxd.com/film/five-2010/,,
El campeón soy yo,Virgilio Muguerza,1960,72,https://drive.google.com/file/d/1WinMAln8QFMDNhuzwc_Iw7JBAB4TuP0F/view?usp=sharing,https://letterboxd.com/film/el-campeon-soy-yo/,,
"Picsa, un documental",Raúl Manrupe,2011,67,https://drive.google.com/file/d/1YrtfRyiFjbXTOiEGDUG1eRgUL6meCCXD/view?usp=sharing,https://letterboxd.com/film/picsa-un-documental/,,
Embrujo en Cerros Blancos,Julio C. Rossi,1955,95,https://drive.google.com/file/d/1_px2G1IylxqWWbj3XndAvZkWFNe6AzW7/view?usp=sharing,https://letterboxd.com/film/embrujo-en-cerros-blancos/,,
Grita,Yago Blanco,2018,73,https://drive.google.com/file/d/1I9-JABqYOjhAhGuwarYfk5uH1PZCogsX/view?usp=sharing,https://letterboxd.com/film/grita/,,
Mi vida por la tuya,Roberto Gavaldón,1951,85,https://drive.google.com/file/d/1v5085A0gcIPlSnH6x0Ui0E__s3z-ddoI/view?usp=sharing,https://letterboxd.com/film/mi-vida-por-la-tuya/,,
El cambio de guardia,Martín Farina,2024,72,https://drive.google.com/file/d/1MFhxbnvZGbg04pwAt4lv1h8g-uDda2bf/view?usp=sharing,https://letterboxd.com/film/guard-mount/,,
Arriba el telón (El patio de la morocha),Manuel Romero,1951,72,https://drive.google.com/file/d/1pjHOmDxuYc8gNrTnRz1QZe59Ne3vywc8/view?usp=sharing,https://letterboxd.com/film/el-patio-de-la-morocha/,,
(H) Historias cotidianas,Andrés Habegger,2001,80,https://drive.google.com/file/d/1ixyisPiVP4ueDOpK2ROEYAhmo2uXAYdG/view?usp=sharing,https://letterboxd.com/film/h-historias-cotidianas/,#MemoriaAbierta,
Palestra,Juan Pablo Basovih Marinaro y Sofía Jallinsky,2021,68,https://drive.google.com/file/d/1GktAFNedPe43OgvFa-W0pCLK-Cn4C0j3/view?usp=sharing,https://letterboxd.com/film/palestra/,,
Delito,Ralph Pappier,1962,88,https://drive.google.com/file/d/1Ux_cIj6012jgjqQu9_QnUWOWeVNQHBBg/view?usp=sharing,https://letterboxd.com/film/delito/,,
Disloque en el presidio,Julio Saraceni y Jorge N. Mobaied,1965,73,https://drive.google.com/file/d/1cAlRgb3DttXyuFP58w6zQCBJhtPciOvu/view?usp=sharing,https://letterboxd.com/film/disloque-en-el-presidio/,,
"Un minuto, treinta y dos segundos",Quique Aguilar,1992,95,https://drive.google.com/file/d/1ohjMH-EGyC5D3XZb0kfHEyINKqPXnZeU/view?usp=drive_link,https://letterboxd.com/film/un-minuto-treinta-y-dos-segundos/,,
Sálvese quien pueda,Enrique Carreras,1984,81,https://drive.google.com/file/d/120cu5l5X-YPPbPD1fPm0d1mYoR0Bjn9B/view?usp=drive_link,https://letterboxd.com/film/salvese-quien-pueda/,,
¡Al diablo con este cura!,Carlos Rinaldi,1967,91,https://drive.google.com/file/d/19PZslGCvJ3pggAOSJekjbhEcqy1kGh0n/view?usp=drive_link,https://letterboxd.com/film/al-diablo-con-este-cura/,,
Soy lo que quise ser,Betina Casanova y Mariana Scarone,2018,105,https://drive.google.com/file/d/1xyxcBV8hZPPBfVYGsJMNw5vtDrb6dJ2r/view?usp=drive_link,https://letterboxd.com/film/soy-lo-que-quise-ser/,,
Blues de los plomos,Gabriel Patrono y Paulo Soria,2013,83,https://drive.google.com/file/d/15vyGFayuGbP31QDTgwOaDTPYQITpES59/view?usp=drive_link,https://letterboxd.com/film/blues-de-los-plomos/,,
La chacota,Enrique Dawi,1963,75,https://drive.google.com/file/d/1JjICQn1SQKiQxc749Q1sGq26VMBkwMUk/view?usp=drive_link,https://letterboxd.com/film/la-chacota/,,
La morocha,Ralph Pappier,1958,91,https://drive.google.com/file/d/1Bn1ess2Gti_2def5XY26KS24D5pNIAin/view?usp=sharing,https://letterboxd.com/film/la-morocha/,,
Del otro lado del puente,Carlos Rinaldi,1953,100,https://drive.google.com/file/d/1xPOcWtzV84w7rbCSS5sDKm9-Ca6knKbz/view?usp=sharing,https://letterboxd.com/film/del-otro-lado-del-puente-1953/,,
"I Argentina, Indymedia, and the Questions of Communication",Andres Ingoglia y Raphael Lyon,2006,85,https://drive.google.com/file/d/11ZzqCdiXR1fyuVCWSDUnp_8n4YLRS4b1/view?usp=sharing,https://letterboxd.com/film/i-argentina-indymedia-and-the-questions-of-communication/,,
Mujer nómade,Martín Farina,2018,74,https://drive.google.com/file/d/1NkodqfOcQ9dvDGm8WvW9dohkxfm4fRkE/view?usp=sharing,https://letterboxd.com/film/female-nomad/,,
